,treino,previsto
gamma1,[0.4000793027167511],[0.39953404664993286]
gamma2,[0.2487457597737761],[0.23616494238376617]
gamma3,[0.13798799437073161],[0.12707245349884033]
gamma4,[0.4232457334469961],[0.4177025556564331]
JIX,[-0.8662320473144967],[-0.9171496033668518]
JIY,[-0.17351436714348134],[-0.1760759949684143]
JIZ,[-0.7789905321077226],[-0.7157918810844421]
JXI,[0.504222922837068],[0.5104658007621765]
JYI,[0.0225702197513038],[0.05014292150735855]
JZI,[-0.9006520110389387],[-0.9113179445266724]
JXX,[-0.9103850311286859],[-0.8647725582122803]
JXY,[0.4718687724460289],[0.47603943943977356]
JXZ,[-0.6913005045828078],[-0.6806786060333252]
JYX,[0.4674897796719699],[0.46979475021362305]
JYY,[0.26088743725565666],[0.23682989180088043]
JYZ,[0.008558276581305035],[0.03619010001420975]
JZX,[0.7115964277308915],[0.7021113634109497]
JZY,[0.20511445829206787],[0.19252224266529083]
JZZ,[0.14671333687288302],[0.1945619285106659]
