,treino,previsto
gamma1,[0.9059729815293226],[0.9044449329376221]
gamma2,[0.05882432741086607],[0.05859851837158203]
gamma3,[0.8188201278420804],[0.8163811564445496]
gamma4,[0.07460963363587747],[0.07452808320522308]
JXX,[-0.4519037210433372],[-0.4514107406139374]
JXY,[0.6206961044701675],[0.6184543371200562]
JXZ,[0.3811853060773691],[0.3808533251285553]
JYX,[0.2029140774554663],[0.20387792587280273]
JYY,[0.11638009550669604],[0.11531779915094376]
JYZ,[0.322642171744002],[0.3218051493167877]
JZX,[-0.709394410579794],[-0.7079545855522156]
JZY,[-0.11989041615046037],[-0.11989272385835648]
JZZ,[-0.6754653552222227],[-0.6733864545822144]
JIX,[-0.05085864262290385],[-0.05042616277933121]
JIY,[0.31494500531451064],[0.31453993916511536]
JIZ,[0.3328209422496762],[0.33209457993507385]
JXI,[-0.7147992941492645],[-0.7137535810470581]
JYI,[-0.9782791138198641],[-0.976443886756897]
JZI,[-0.25049101587327116],[-0.24941885471343994]
