,treino,previsto
gamma1,[0.92965859608353],[0.9294256567955017]
gamma2,[0.5569854761423373],[0.5569348335266113]
gamma3,[0.3846514573686475],[0.3842319846153259]
gamma4,[0.030345543681900566],[0.03032270446419716]
JXX,[-0.1588688834408547],[-0.15865780413150787]
JXY,[-0.5381276295407358],[-0.5380474328994751]
JXZ,[-0.2506249305871704],[-0.25064271688461304]
JYX,[-0.8646050641334451],[-0.8643201589584351]
JYY,[0.2864398249304285],[0.2864227890968323]
JYZ,[0.985193901863664],[0.9850943684577942]
JZX,[-0.5855663564444096],[-0.585680365562439]
JZY,[0.5180930729616604],[0.5178030133247375]
JZZ,[-0.5781795821423887],[-0.5781497359275818]
JIX,[0.9318383760498881],[0.9318017959594727]
JIY,[0.11951182799780913],[0.11965153366327286]
JIZ,[-0.05265622357871269],[-0.05266929417848587]
JXI,[0.046558950858430315],[0.04643164202570915]
JYI,[0.5353201261569036],[0.5351378917694092]
JZI,[0.9772120554889443],[0.9770768284797668]
