,treino,previsto
gamma1,[0.4438774447470737],[0.4437108039855957]
gamma2,[0.9596160635365508],[0.95925372838974]
gamma3,[0.9712559648074823],[0.9708389043807983]
gamma4,[0.8383626047485429],[0.8376748561859131]
JIX,[0.36400912117595574],[0.363626092672348]
JIY,[-0.8167947838408722],[-0.8162102103233337]
JIZ,[0.2356326977228047],[0.23598110675811768]
JXI,[0.6838398091019124],[0.6834275126457214]
JYI,[0.6691005771521796],[0.6688703894615173]
JZI,[0.030035451582698824],[0.029651332646608353]
JXX,[0.26207593059135315],[0.26189637184143066]
JXY,[-0.2615403318741629],[-0.2612689435482025]
JXZ,[0.05603724403844934],[0.05587680637836456]
JYX,[-0.7842866333945362],[-0.7838555574417114]
JYY,[0.365899867666593],[0.3656564950942993]
JYZ,[0.20133672349955978],[0.20100586116313934]
JZX,[-0.43615095428719],[-0.43593496084213257]
JZY,[-0.24285431246360178],[-0.2426309883594513]
JZZ,[0.4722630742673428],[0.47210419178009033]
