,treino,previsto
gamma1,[0.8924724586388075],[0.8021438121795654]
gamma2,[0.0695843380774609],[0.01425241306424141]
gamma3,[0.6741693556379136],[0.6858339309692383]
gamma4,[0.25039996909212603],[0.275119811296463]
JIX,[-0.7080903986407061],[-0.775895893573761]
JIY,[-0.6216493565570518],[-0.6240017414093018]
JIZ,[0.6782149346653983],[0.7987716197967529]
JXI,[0.08109353634994831],[0.1494811624288559]
JYI,[-0.43827709921987545],[-0.2721015512943268]
JZI,[-0.3291341864361108],[-0.4929979145526886]
JXX,[0.08661423184359096],[0.23083890974521637]
JXY,[-0.34445619760718293],[-0.33187007904052734]
JXZ,[0.41979916256951233],[0.4496060311794281]
JYX,[-0.7551256135755018],[-0.7885340452194214]
JYY,[-0.2726347444165209],[-0.08572224527597427]
JYZ,[-0.4477936419037267],[-0.43668872117996216]
JZX,[0.5097123695839638],[0.6018234491348267]
JZY,[0.6724889948478261],[0.7206341028213501]
JZZ,[0.027949878810316964],[0.15543080866336823]
