,treino,previsto
gamma1,[0.15061642402352393],[0.1503342092037201]
gamma2,[0.6348606582851885],[0.6331268548965454]
gamma3,[0.8680453071432968],[0.8659847974777222]
gamma4,[0.5231812103833013],[0.5222851037979126]
JIX,[-0.5240707458162173],[-0.5228148698806763]
JIY,[0.08845845059190371],[0.0881245881319046]
JIZ,[-0.2600896669038415],[-0.2600044012069702]
JXI,[0.20784007719238895],[0.20593157410621643]
JYI,[0.25144060821610803],[0.25022605061531067]
JZI,[-0.8689422815203738],[-0.8673979043960571]
JXX,[-0.9736640168902517],[-0.9712697863578796]
JXY,[0.67493816419292],[0.6729422807693481]
JXZ,[-0.4812919713439847],[-0.4805522859096527]
JYX,[-0.5313380779066073],[-0.5307313799858093]
JYY,[0.9912896710209256],[0.9895007014274597]
JYZ,[-0.05947298495510411],[-0.05820250138640404]
JZX,[0.6729229025487775],[0.6717344522476196]
JZY,[-0.0472935826013301],[-0.04693397134542465]
JZZ,[0.2781362810883239],[0.27836814522743225]
