,treino,previsto
gamma1,[0.3375473620472763],[0.3375234007835388]
gamma2,[0.4335188106185648],[0.4331914186477661]
gamma3,[0.14416802024761088],[0.14421358704566956]
gamma4,[0.7287254214522619],[0.7283413410186768]
JXX,[-0.02766565445920155],[-0.027653664350509644]
JXY,[-0.2813102593254373],[-0.28119513392448425]
JXZ,[-0.188999914209238],[-0.18915066123008728]
JYX,[-0.340400904802481],[-0.34044569730758667]
JYY,[-0.6648234377107922],[-0.6650153398513794]
JYZ,[0.26359431455016225],[0.26331689953804016]
JZX,[0.7875587270091329],[0.7873724102973938]
JZY,[0.3776271654931602],[0.37716764211654663]
JZZ,[0.2695593710882205],[0.2692459225654602]
JIX,[-0.01102512804113065],[-0.011234628967940807]
JIY,[0.11338346029479829],[0.11325043439865112]
JIZ,[0.6194855109905537],[0.6191555261611938]
JXI,[-0.358768861095224],[-0.35881224274635315]
JYI,[-0.35806504184041565],[-0.3582940697669983]
JZI,[0.38633367460551105],[0.3862866759300232]
