,treino,previsto
gamma1,[0.9815468966212771],[0.9811033606529236]
gamma2,[0.3455478009306905],[0.35010531544685364]
gamma3,[0.8061012059125073],[0.8144439458847046]
gamma4,[0.8892640936621313],[0.8644745945930481]
JIX,[-0.3425989589338041],[-0.36319151520729065]
JIY,[0.966427833152556],[0.9536734819412231]
JIZ,[0.918495070954692],[0.7917555570602417]
JXI,[0.8366488800851453],[0.9118620753288269]
JYI,[0.5798112643432451],[0.559998095035553]
JZI,[0.7501332473545428],[0.733291745185852]
JXX,[-0.9991944506389123],[-0.9851478934288025]
JXY,[0.253978106028669],[0.31125521659851074]
JXZ,[-0.5047147084859811],[-0.4355626404285431]
JYX,[0.4608889170341932],[0.4306827783584595]
JYY,[-0.13522108846137315],[-0.12776577472686768]
JYZ,[0.12017633420358953],[0.12773273885250092]
JZX,[0.08555013057215533],[0.03922102972865105]
JZY,[0.1523239673353709],[0.13709045946598053]
JZZ,[0.6546823157371506],[0.6279786825180054]
