,treino,previsto
gamma1,[0.4606660816810936],[0.4602242112159729]
gamma2,[0.961985163786831],[0.9611654281616211]
gamma3,[0.17655246550171377],[0.17649111151695251]
gamma4,[0.6047448911757226],[0.6048913598060608]
JXX,[-0.7432552611528482],[-0.7422114014625549]
JXY,[-0.3032215345335192],[-0.30343732237815857]
JXZ,[0.7594986370688406],[0.7584096789360046]
JYX,[-0.11847555907257856],[-0.1173970028758049]
JYY,[-0.9427359472588261],[-0.9406968355178833]
JYZ,[0.7923633416986142],[0.7925043702125549]
JZX,[-0.7402518531783084],[-0.7394160628318787]
JZY,[0.2825321585235483],[0.28298836946487427]
JZZ,[0.23915971379161394],[0.24072043597698212]
JIX,[-0.08278658122587723],[-0.08172367513179779]
JIY,[0.75573580747802],[0.7571340799331665]
JIZ,[-0.936307039182035],[-0.9345797300338745]
JXI,[-0.43514770769241484],[-0.4345107972621918]
JYI,[0.9235823398396055],[0.9219592213630676]
JZI,[0.32863746890923196],[0.327219694852829]
